Make,Model,Year,MSRP
Mercedes-Benz,GL-Class,2014,63000
Ford,Expedition,2016,62985
Lexus,GX 460,2017,62980
Mercedes-Benz,C-Class,2015,62950
Lincoln,Continental,2017,62915
BMW,X6,2016,62900
Mercedes-Benz,M-Class,2015,62900
Mercedes-Benz,CLK-Class,2007,62900
Cadillac,ATS-V,2017,62895
Ford,Expedition,2017,62860
Infiniti,Q70,2016,62850
Infiniti,Q70,2015,62850
Lexus,RC F,2016,62805
Cadillac,XTS,2015,62735
Infiniti,QX80,2014,62700
GMC,Yukon XL,2016,62700
Cadillac,CTS,2016,62685
Cadillac,CTS,2016,62685
Cadillac,ATS-V,2016,62665
Land Rover,Range Rover Sport,2014,62600
Mercedes-Benz,E-Class,2017,62600
Land Rover,Range Rover Sport,2014,62600
Ford,Expedition,2017,62590
Audi,A6,2015,62500
Land Rover,Range Rover Evoque,2017,62500
Cadillac,XT5,2017,62500
Dodge,Challenger,2017,62495
Lexus,RC F,2015,62400
Mercedes-Benz,E-Class,2015,62350
Ford,F-150,2016,62310
Porsche,Cayenne,2016,62300
Ford,Expedition,2016,62295
Dodge,Charger,2015,62295
Mercedes-Benz,E-Class,2016,62250
Volkswagen,Touareg,2015,62200
Cadillac,Escalade EXT,2011,62160
Lexus,GX 460,2016,62155
BMW,ActiveHybrid 5,2016,62100
Infiniti,Q60 Convertible,2015,62100
Infiniti,Q70,2014,62100
Infiniti,Q60 Convertible,2014,62100
Porsche,Boxster,2014,62100
Cadillac,CTS,2015,62070
Chevrolet,Tahoe,2017,62030
Ford,Expedition,2016,62025
Cadillac,XTS,2015,62015
Chevrolet,Corvette Stingray,2014,62000
BMW,M3,2015,62000
Toyota,Sequoia,2017,61990
GMC,Yukon Hybrid,2013,61960
GMC,Yukon XL,2015,61925
BMW,ActiveHybrid 5,2015,61900
BMW,X6,2015,61900
Audi,Q7,2015,61900
Kia,K900,2016,61900
Toyota,Sequoia,2016,61855
Infiniti,QX56,2011,61800
Ford,Shelby GT350,2017,61795
GMC,Yukon Hybrid,2011,61770
Cadillac,CTS,2015,61770
Lexus,IS F,2013,61750
Chevrolet,Tahoe,2016,61740
Infiniti,M,2012,61700
Porsche,Cayenne,2015,61700
Infiniti,Q45,2004,61600
Audi,A6,2016,61600
Audi,A6,2017,61600
Hyundai,Equus,2015,61500
Infiniti,FX,2013,61500
Hyundai,Equus,2016,61500
Lincoln,Navigator,2015,61480
Infiniti,G Convertible,2013,61450
BMW,ActiveHybrid 5,2014,61400
BMW,X6,2017,61400
Mercedes-Benz,E-Class,2015,61350
Infiniti,QX,2013,61350
Lexus,GS 450h,2015,61330
Lexus,IS F,2012,61300
Volvo,V60,2016,61300
Ford,Shelby GT350,2015,61295
Ford,Shelby GT350,2016,61295
Hyundai,Equus,2014,61250
Infiniti,M,2013,61200
Cadillac,CTS,2017,61195
Chevrolet,Camaro,2017,61140
Lexus,GX 460,2015,61115
Audi,S5,2017,61100
Audi,S5,2016,61100
Toyota,Sequoia,2015,61095
Chevrolet,Tahoe,2015,61085
Ford,Expedition,2017,61061
Infiniti,M56,2011,60950
BMW,5 Series Gran Turismo,2017,60900
Audi,Q7,2014,60900
BMW,5 Series Gran Turismo,2016,60900
Ford,Expedition,2016,60835
Audi,SQ5,2016,60800
Audi,SQ5,2017,60800
Land Rover,Range Rover Evoque,2016,60775
Chevrolet,Camaro,2015,60705
BMW,5 Series Gran Turismo,2015,60700
Cadillac,ATS-V,2017,60695
Cadillac,CTS,2017,60695
Cadillac,CTS,2016,60685
Mercedes-Benz,E-Class,2017,60650
BMW,X6,2016,60600
Land Rover,LR4,2016,60600
Land Rover,LR4,2015,60600
Nissan,Armada,2017,60490
Cadillac,ATS-V,2016,60465
Acura,RLX,2017,60450
Acura,RLX,2016,60450
Acura,RLX,2015,60450
Chevrolet,Corvette,2017,60450
Lexus,GS 450h,2014,60430
Chevrolet,Corvette,2016,60400
Cadillac,CT6,2017,60395
Cadillac,CT6,2016,60395
Audi,S5,2016,60350
Ford,Expedition,2016,60335
GMC,Yukon,2017,60315
Mercedes-Benz,SLC-Class,2017,60300
Mercedes-Benz,E-Class,2016,60300
GMC,Yukon Hybrid,2012,60285
Cadillac,CTS,2016,60285
Audi,SQ5,2015,60200
Volkswagen,Touareg,2017,60195
Ford,Shelby GT500,2014,60110
Audi,A6,2015,60100
Cadillac,CTS,2015,60070
GMC,Yukon XL,2017,60015
GMC,Yukon,2016,60000
Land Rover,Range Rover Evoque,2015,60000
Infiniti,QX,2012,60000
Chevrolet,Corvette,2015,60000
Cadillac,CTS,2016,59955
Acura,RLX,2016,59950
Ford,Expedition,2017,59940
Chevrolet,Corvette,2017,59905
Land Rover,LR4,2014,59900
Mercedes-Benz,E-Class,2016,59900
Mercedes-Benz,E-Class,2016,59900
Kia,K900,2015,59900
Audi,Q7,2015,59900
Cadillac,DTS,2011,59875
Chevrolet,Corvette,2016,59855
Infiniti,FX,2012,59800
Volkswagen,Touareg,2016,59745
GMC,Yukon XL,2016,59700
Volvo,S60,2016,59700
BMW,5 Series,2016,59650
BMW,X6,2015,59600
Porsche,Cayenne,2017,59600
Ford,F-150,2017,59600
Audi,A6,2016,59500
Cadillac,DTS,2010,59475
Chevrolet,Corvette,2017,59450
Mercedes-Benz,M-Class,2014,59450
BMW,5 Series,2015,59400
Chevrolet,Corvette,2016,59400
Mercedes-Benz,E-Class,2015,59400
Ford,Expedition,2016,59375
Cadillac,CTS,2015,59370
Audi,S5,2016,59350
Cadillac,CTS,2015,59340
BMW,X5,2017,59300
BMW,4 Series,2017,59300
GMC,Yukon,2015,59225
Infiniti,M,2012,59200
Ford,Shelby GT500,2013,59200
Mercedes-Benz,SLK-Class,2016,59200
Cadillac,CTS,2017,59195
Chevrolet,Corvette,2015,59160
Infiniti,QX56,2010,59150
Mercedes-Benz,E-Class,2015,59000
Infiniti,FX50,2010,59000
Mercedes-Benz,E-Class,2015,59000
Chevrolet,Corvette,2015,59000
BMW,4 Series,2016,58950
GMC,Yukon Hybrid,2011,58925
GMC,Yukon XL,2015,58925
Porsche,Cayman S,2006,58900
Audi,Q7,2014,58900
Ford,F-150,2016,58885
Mercedes-Benz,M-Class,2013,58800
Audi,Q7,2017,58800
Volkswagen,Touareg,2015,58700
Infiniti,QX56,2011,58700
Audi,A6,2015,58700
Audi,A6,2017,58600
Infiniti,M56,2011,58450
Ford,Expedition,2017,58410
Infiniti,FX50,2009,58400
Acura,MDX,2017,58400
Cadillac,CT6,2017,58395
Cadillac,CT6,2016,58395
Porsche,Cayenne,2016,58300
Dodge,Challenger,2015,58295
Cadillac,CTS,2016,58285
Cadillac,CTS,2016,58285
Ford,Expedition,2016,58185
BMW,5 Series,2016,58150
Infiniti,QX56,2009,58150
BMW,X4,2017,58100
Infiniti,Q45,2006,58100
Chevrolet,Suburban,2017,58045
Ford,Expedition,2017,58021
Infiniti,G Convertible,2011,58000
Chevrolet,Corvette Stingray,2014,58000
Cadillac,XTS,2017,57995
Lotus,Elise,2011,57950
Cadillac,XTS,2016,57935
BMW,5 Series,2015,57900
BMW,X5,2017,57800
BMW,X4,2016,57800
Ford,Expedition,2016,57795
Chevrolet,Suburban,2016,57730
BMW,X5,2015,57700
BMW,X5,2016,57700
Audi,Q5,2016,57700
Land Rover,Range Rover Evoque,2017,57700
Cadillac,CTS,2015,57670
Mercedes-Benz,SLK-Class,2015,57650
Infiniti,FX,2011,57600
Land Rover,Range Rover Evoque,2015,57600
Nissan,Armada,2017,57590
BMW,Z4,2016,57500
Toyota,Sequoia,2017,57475
Toyota,Sequoia,2017,57475
Audi,A6,2016,57400
Cadillac,CTS,2015,57370
BMW,5 Series,2016,57350
Toyota,Sequoia,2016,57340
Toyota,Sequoia,2016,57340
Lexus,GS 350,2015,57330
GMC,Yukon,2017,57315
BMW,4 Series,2017,57300
Acura,MDX,2016,57230
Chevrolet,Suburban,2015,57205
Audi,TT RS,2013,57200
Volvo,XC90,2017,57200
BMW,5 Series,2015,57100
Mercedes-Benz,E-Class,2015,57100
Mercedes-Benz,E-Class,2017,57050
Lexus,RX 450h,2016,57045
Chevrolet,Corvette Stingray,2014,57000
BMW,X5,2016,57000
GMC,Yukon,2016,57000
GMC,Yukon Hybrid,2013,56955
BMW,4 Series,2016,56950
BMW,Z4,2015,56950
Acura,RLX,2015,56950
BMW,Z4,2014,56950
BMW,4 Series,2015,56900
Cadillac,XTS,2015,56900
Audi,TT RS,2012,56850
Mercedes-Benz,CLK-Class,2009,56800
Acura,MDX,2015,56780
Mercedes-Benz,E-Class,2016,56700
Volkswagen,Touareg,2015,56670
Acura,ZDX,2012,56670
Land Rover,Range Rover Evoque,2015,56600
Toyota,Sequoia,2015,56580
Toyota,Sequoia,2015,56580
Acura,ZDX,2011,56570
Ford,F-150,2017,56555
Lexus,GS 350,2017,56555
Lexus,LS 430,2006,56525
Lexus,RX 450h,2017,56495
Chevrolet,Tahoe Hybrid,2013,56425
Acura,MDX,2017,56400
Infiniti,Q45,2005,56400
Acura,MDX,2017,56400
Cadillac,STS,2011,56380
Cadillac,STS,2010,56345
Cadillac,STS,2009,56345
Audi,A6,2015,56300
Cadillac,CTS,2016,56285
Ford,F-150,2017,56260
Volvo,S90,2017,56250
Ford,F-150,2016,56235
Lexus,LS 430,2005,56225
GMC,Yukon,2015,56225
